siteid,sitename,LandUnitDetail,latitudedd,longitudedd,ElevationMeters,PrimaryType,SecondaryType,surveyid,surveydate,surveyors,surveyprotocol,ExtentOfData,seapscore_id,AQ_dewatered,AQ_function,AQ_functionRisk,AQ_discharge,AQ_dischargeRisk,AQ_naturalness,AQ_naturalnessRisk,AQ_persistence,AQ_persistenceRisk,AQ_waterQuality,AQ_waterQualityRisk,AQ_algalPeriphyton,AQ_algalPeriphytonRisk,AQ_aquiferScore,AQ_aquiferRiskScore,GEO_obliterated,GEO_geomorphicFunction,GEO_geomorphicFunctionRisk,GEO_runoutChannel,GEO_runoutChannelRisk,GEO_soilIntegrity,GEO_soilIntegrityRisk,GEO_geomorphicDiversity,GEO_geomorphicDiversityRisk,GEO_naturalDisturbance,GEO_naturalDisturbanceRisk,GEO_geomorphicScore,GEO_geomorphicRiskScore,HAB_isolation,HAB_isolationRisk,HAB_size,HAB_sizeRisk,HAB_quality,HAB_qualityRisk,HAB_nativePlantRole,HAB_nativePlantRoleRisk,HAB_trophicDynamics,HAB_trophicDynamicsRisk,HAB_habitatScore,HAB_habitatRiskScore,BIO_nativePlantRichness,BIO_nativePlantRichnessRisk,BIO_nativeFaunaDiversity,BIO_nativeFaunaDiversityRisk,BIO_sensitivePlantRichness,BIO_sensitivePlantRichnessRisk,BIO_sensitiveFaunaRichness,BIO_sensitiveFaunaRichnessRisk,BIO_nonnativePlantRarity,BIO_nonnativePlantRarityRisk,BIO_nonnativeFaunaRarity,BIO_nonnativeFaunaRarityRisk,BIO_nativePlantDemography,BIO_nativePlantDemographyRisk,BIO_nativeFaunaDemography,BIO_nativeFaunaDemographyRisk,BIO_biotaScore,BIO_biotaRiskScore,FHI_surfaceWQ,FHI_surfaceWQrisk,FHI_flowRegulation,FHI_flowRegulationRisk,FHI_roadTrailRail,FHI_roadTrailRailRisk,FHI_fencing,FHI_fencingRisk,FHI_construction,FHI_constructionRisk,FHI_herbivory,FHI_herbivoryRisk,FHI_recreation,FHI_recreationRisk,FHI_adjacentLand,FHI_adjacentLandRisk,FHI_fireInfluence,FHI_fireInfluenceRisk,FHI_humanImpactScore,FHI_humanImpactRiskScore,AC_informationQuality,AC_informationQualityRisk,AC_culturalSignificance,AC_culturalSignificanceRisk,AC_historicalSignificance,AC_historicalSignificanceRisk,AC_recreationSignificance,AC_recreationSignificanceRisk,AC_economicValue,AC_economicValueRisk,AC_mgmtPlan,AC_mgmtPlanRisk,AC_sciEducValue,AC_sciEducValueRisk,AC_envirCompliance,AC_envirComplianceRisk,AC_legalStatus,AC_legalStatusRisk,AC_adminContextScore,AC_adminContextRiskScore,meanConditionScore,meanConditionRiskScore,nullConditionScores,nullRiskScores,managementRecommendations
1023,Lockwood Spring,"Coconino NF, Mormon Lake RD",34.97443,-111.49292,2264,hillslope,,1887015781,6/28/2013,"Kyle Paffett, Krista Sparks, Spencer Harris, and Vera Markgraf",Stevens et al. Level 2,2,846,0,1,3,0,3,0,3,0,3,0,3,0,3,0.16667,3,0,1,2,3,2,2,4,1,3,3,4,2,3,5,,1,3,0,3,1,4,0,3,1.4,3.25,1,3,0,4,0,3,0,4,6,1,5,3,1,4,0,5,1.625,3.375,0,3,1,3,5,2,6,1,6,1,3,4,5,2,3,4,,,3.625,2.85714,3,1,6,6,3,2,5,3,1,2,1,3,2,2,0,1,2,2,2.55556,2.44444,1.29792,3.15625,0,1,Surveyors did not note any recommendations.
749,Holloway Spring,"Kaibab NF, Williams RD",35.11202,-112.08806,2100,helocrene,,-1609849150,6/27/2013,"Kyle Paffett, Krista Sparks, Spencer Harris, and Vera Markgraf",Stevens et al. Level 2,6,848,0,5,2,1,2,5,2,4,2,5,2,4,2,4,2,0,1,2,2,3,3,3,2,3,3,3,2.2,2.8,4,,3,2,2,3,2,4,3,4,3,3.25,3,3,2,4,0,3,0,3,4,3,5,3,2,4,2,3,2.25,3.25,2,3,1,3,5,1,6,1,6,1,2,3,5,2,4,3,,,3.875,2.42857,4,2,6,6,4,3,4,2,4,2,0,3,4,2,0,3,5,2,3.44444,2.77778,2.8625,2.825,0,1,We recommend removing the concrete structures and returning the flow to its natural sphere of discharge. Fence off the source to elk but allow access to the stream channel. 
1002,Jack Smith Spring,"Coconino NF, Peaks RD",35.34522,-111.64766,2929,helocrene,,-675034504,6/6/2013,"Kyle Paffett, Krista Sparks, and Spencer Harris",Stevens et al. Level 2,2,849,0,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,0,5,0,5,0,5,0,5,3,5,0.6,5,3,,0,5,0,5,0,5,0,5,0.8,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,1,5,6,1,2,5,6,1,3,5,6,1,,,3,4,3,2,6,6,4,2,6,2,1,2,1,3,2,2,0,1,5,2,3.11111,2.44444,0.35,5,0,1,No recommendations due to severe manipulation of spring site and no evidence of water being present in the recent past.
1347,Dry Lake Hills Pond,"Coconino NF, Peaks RD",35.26775,-111.63409,2499,limnocrene,,-547580570,6/7/2013,"Kyle Paffett, Krista Sparks, and Spencer Harris",Stevens et al. Level 2,4,851,0,5,3,1,3,5,3,1,3,4,3,5,3,3.5,3,0,1,4,3,4,2,4,1,4,3,4,2,4,5,,3,3,3,3,3,3,3,4,3.4,3.25,2,4,2,4,0,4,0,4,2,4,4,4,3,3,4,3,2.125,3.75,4,3,2,3,3,3,6,1,6,1,4,3,3,3,4,3,,,4,2.85714,2,2,6,6,2,2,6,2,1,2,1,3,2,2,0,1,2,2,2.44444,2.44444,2.75625,3.5,0,1,We recommend piping the water away from the spring source for wildlife use. Fence the spring source and recreate a wet meadow environment.
766,Many Snakes Spring,"Kaibab NF, Williams RD",35.10909,-112.23399,1990,limnocrene,rheocrene,1372705627,6/27/2013,"Kyle Paffett, Krista Sparks, Spencer Harris, and Vera Markgraf",Stevens et al. Level 2,4,852,0,5,2,1,2,5,2,3,2,5,2,5,2,4,2,0,5,2,5,2,6,2,2,2,3,4,4.2,2.4,3,,2,2,2,2,4,2,4,3,3,2.25,4,2,3,3,1,3,1,3,4,1,5,3,5,2,4,2,3.375,2.375,4,2,6,1,6,1,6,1,6,1,5,2,5,2,3,4,,,5.125,2,1,4,6,6,1,3,5,2,2,3,0,3,4,3,0,3,1,2,2.22222,3.22222,3.64375,2.25625,0,1,Surveyors did not note any recommendations.
804,Orion Spring,"Coconino NF, Peaks RD",35.29016,-111.63722,2498,hillslope,rheocrene,1291839215,6/7/2013,"Kyle Paffett, Krista Sparks, and Spencer Harris",Stevens et al. Level 2,2,853,0,5,3,0,3,0,3,0,3,0,3,0,3,0.83333,3,0,1,4,3,3,2,4,2,4,3,4,2.2,3.8,5,,0,5,0,5,0,5,0,5,1,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,1,5,3,4,6,1,6,1,4,2,4,2,3,5,,,3.375,3.57143,3,1,6,6,2,2,5,3,1,2,1,3,2,2,0,1,2,2,2.44444,2.44444,1.00833,4.2,0,1,Remove man made structures and the metal stock tank.
889,Alto Spring,"Coconino NF, Peaks RD",35.37753,-111.62062,2436,hillslope,,-1019850236,6/10/2013,Kyle Paffett and Spencer Harris,Stevens et al. Level 2,2,855,0,5,2,0,3,0,3,0,3,0,3,0,3,0.83333,2.83333,0,1,5,1,5,1,5,1,5,3,4,1.4,4.8,5,,1,2,1,3,1,4,1,5,1.8,3.5,1,5,1,5,0,5,0,5,5,2,5,2,4,2,4,2,2.5,3.5,0,3,3,3,5,2,6,1,6,1,5,2,4,3,3,4,,,4,2.71429,3,2,6,6,3,2,5,2,1,2,1,3,2,2,0,1,2,2,2.55556,2.44444,1.63333,3.65833,0,1,No recommendations for restoration.
1105,Taylor Spring,"Coconino NF, Mogollon Rim RD",34.4635,-111.17946,2270,hillslope,rheocrene,-136317695,6/26/2013,"Kyle Paffett, Spencer Harris, Tom Bean, Krista Sparks and Vera Markgraf (veg. survey 7/11/13)",Stevens et al. Level 2,8,856,0,5,2,9,2,5,2,4,2,5,2,4,2,4.6,2,0,3,2,3,2,4,2,3,2,3,4,3,2.4,4,,2,2,2,2,3,2,3,4,2.6,2.5,3,3,2,3,0,3,0,3,5,2,5,3,4,2,3,3,2.75,2.75,5,2,4,2,3,3,6,1,6,1,4,3,4,3,3,4,,,4.375,2.71429,1,2,6,6,3,2,5,3,1,2,1,3,2,2,0,1,0,2,2.11111,2.55556,3.2375,2.4125,1,1,We recommend installing fencing to keep the elk out of the site.
1003,Jack Smith Spring Number Two,"Coconino NF, Peaks RD",35.35751,-111.59963,2389,rheocrene,,-1959001419,6/10/2013,Kyle Paffett and Spencer Harris,Stevens et al. Level 2,4,857,0,5,2,1,2,4,3,2,3,4,3,3,3,3.16667,2.66667,0,3,2,4,2,3,2,1,3,3,3,2.8,2.4,5,,1,3,2,3,0,4,1,4,1.8,3.5,0,4,0,4,0,4,0,4,0,4,3,4,0,4,0,4,0.375,4,4,2,6,1,5,3,6,1,6,1,6,1,4,3,4,3,,,5.125,2.14286,2,2,6,6,2,2,5,3,1,2,1,3,3,2,0,1,2,2,2.44444,2.55556,2.03542,3.14167,0,1,We recommend removing all the man made structures.
966,Fleishman Spring,"Coconino NF, Mogollon Rim RD",34.47323,-111.17977,2234,hillslope,hanging garden,-1011026130,6/26/2013,"Kyle Paffett, Spencer Harris, Tom Bean, Krista Sparks, and Vera Markgraf (Vegetation survey 7/11/2013)",Stevens et al. Level 2,6,858,0,5,2,1,2,5,2,4,2,5,2,4,2,4,2,0,5,1,5,1,4,1,3,1,4,3,4.4,1.4,3,,2,2,4,2,3,2,3,4,3,2.5,3,2,3,2,0,3,0,3,5,2,4,3,4,2,3,3,2.75,2.5,5,2,6,1,4,3,6,1,6,1,4,3,4,2,3,4,,,4.75,2.42857,1,2,6,6,1,2,6,2,1,2,1,3,2,2,0,1,0,2,2,2.44444,3.5375,2.1,0,1,Surveyors did not note any recommendations.
1014,Leopard Frog Spring,"Coconino NF, Mogollon Rim RD",34.45205,-111.15308,2273,hillslope,,608820203,6/4/2013,"Kyle Paffett, Krista Sparks, and Spencer Harris",Stevens et al. Level 2,6,860,0,5,2,2,2,5,2,4,2,5,2,4,2,4.16667,2,0,5,2,5,2,4,2,2,2,3,4,4,2.4,3,,2,2,4,2,4,2,3,4,3.2,2.5,3,2,3,3,0,3,0,3,5,2,4,3,5,2,4,3,3,2.625,5,2,5,2,4,3,5,2,6,1,4,3,4,3,3,4,,,4.5,2.85714,1,2,6,6,1,2,6,2,1,2,1,3,2,2,0,1,0,2,2,2.44444,3.59167,2.38125,0,1,Restoration is not recommended at this site.
1116,Twin Tanks,"Coconino NF, Mogollon Rim RD",34.43588,-111.17643,2347,hillslope,,-2013827055,6/11/2013,"Kyle Paffett, Krista Sparks, Spencer Harris, and Vera Markgraf",Stevens et al. Level 2,7,862,0,5,1,2,2,5,2,1,2,5,2,4,2,3.66667,1.83333,0,3,3,4,2,3,3,2,3,4,3,3.2,2.8,3,,2,2,2,4,4,2,3,4,3,3,2,3,2,3,0,3,0,4,5,2,5,2,3,2,2,2,2.375,2.625,5,2,4,2,4,3,6,1,6,1,4,3,4,3,5,3,,,4.75,2.57143,1,2,6,6,1,2,5,3,1,2,1,3,1,2,0,1,0,2,1.77778,2.55556,3.06042,2.56458,0,1,Fence springs source off from elk. There is a high level of trampeling from elk.
939,Cornlily Spring,"Coconino NF, Mogollon Rim RD",34.43843,-111.17411,2330,hillslope,rheocrene,-1536296706,6/11/2013,"Kyle Paffett, Krista Sparks, Spencer Harris, and Vera Markgraf",Stevens et al. Level 2,7,864,0,5,2,1,2,5,2,1,2,5,2,4,2,3.5,2,0,3,2,4,2,3,2,3,2,4,2,3.2,2,3,,2,2,2,2,5,2,3,2,3.2,2,4,2,2,2,0,2,0,2,5,2,4,2,3,2,3,2,2.625,2,5,2,4,2,4,2,6,1,6,1,3,3,4,3,5,3,,,4.625,2.42857,1,2,6,6,1,2,6,2,1,2,1,3,2,2,0,1,0,2,2,2.44444,3.13125,2,0,1,The spring source should be fenced off from elk. 
955,Double Springs (East),"Coconino NF, Mormon Lake RD",34.94106,-111.49433,2206,hillslope,,-389710051,6/25/2013,"Kyle Paffett, Krista Sparks, and Spencer Harris",Stevens et al. Level 2,6,865,0,4,3,2,3,5,3,4,3,5,4,4,3,4,3.16667,0,2,2,4,2,3,2,2,2,3,4,2.8,2.4,1,,2,3,3,3,5,2,3,4,2.6,3,3,2,3,2,2,2,0,3,1,2,1,3,5,2,3,3,2.25,2.375,4,3,4,2,3,3,6,1,6,1,5,3,3,3,3,4,,,4.25,2.85714,4,2,6,6,3,2,6,2,2,2,1,3,4,2,0,1,5,2,3.44444,2.44444,2.9125,2.73542,0,1,Surveyors did not note any management recommendations.
887,Allan Lake East,"Coconino NF, Mormon Lake RD",34.8327,-111.43991,2274,helocrene,limnocrene,2122905767,6/12/2013,"Kyle Paffett, Krista Sparks, Spencer Harris, and Vera Markgraf",Stevens et al. Level 2,6,866,0,5,3,1,3,5,3,4,3,5,2,4,2,4,2.66667,0,2,3,2,3,3,2,2,2,3,4,2.4,2.8,2,,3,3,3,3,6,2,3,4,3.4,3,3,2,3,2,0,3,3,3,6,2,4,3,6,2,4,3,3.625,2.5,5,2,2,3,2,3,6,1,6,1,5,3,3,3,4,3,,,4.125,2.71429,2,2,6,6,2,2,6,2,1,2,1,3,2,2,0,1,0,2,2.22222,2.44444,3.35625,2.74167,0,1,Close roads and ATV trails. Fence springs source off from elk.
1121,Van Deren Spring,"Coconino NF, Mormon Lake RD",34.83563,-111.44602,2282,helocrene,,1949941596,6/12/2013,"Kyle Paffett, Krista Sparks, Spencer Harris, and Vera Markgraf",Stevens et al. Level 2,5,867,0,5,3,2,3,5,3,3,3,5,2,4,2,4,2.66667,0,1,3,2,3,2,3,2,3,3,4,2,3.2,4,,2,3,2,3,5,2,3,4,3.2,3,2,3,2,3,0,3,2,3,6,2,4,2,6,2,3,3,3.125,2.625,3,3,1,4,4,3,6,1,6,1,4,3,4,3,4,4,,,4,3.14286,2,1,6,6,2,2,5,3,1,2,1,3,1,2,0,1,5,2,2.55556,2.44444,3.08125,2.87292,0,1,Remove berm and man made structures. Fence the springs source off from elk.
954,Double Springs (West),"Coconino NF, Mormon Lake RD",34.94125,-111.49434,2190,hillslope,,1361798682,6/25/2013,"Kyle Paffett, Krista Sparks, and Spencer Harris",Stevens et al. Level 2,5,868,0,4,3,3,3,4,3,4,3,5,4,4,3,4,3.16667,0,1,3,1,3,2,3,2,3,2,3,1.6,3,1,,2,2,2,3,4,3,2,3,2.2,2.75,2,3,2,4,1,2,0,4,5,2,4,3,4,2,4,3,2.75,2.875,4,3,4,2,3,3,6,1,6,1,5,3,3,3,3,4,,,4.25,2.85714,4,2,6,6,3,2,6,2,2,2,1,3,4,2,0,1,5,2,3.44444,2.44444,2.6375,2.94792,0,1,Surveyors did not note any management recommendations.
946,Dairy Spring,"Coconino NF, Mormon Lake RD",34.95378,-111.48179,2166,hillslope,anthropogenic,-958640493,6/25/2013,"Kyle Paffett, Krista Sparks, and Spencer Harris",Stevens et al. Level 2,6,869,0,4,3,2,3,4,3,4,3,5,3,4,3,3.83333,3,0,1,3,2,2,3,3,2,2,2,3,2,2.6,5,,4,3,3,3,4,2,3,4,3.8,3,4,2,3,3,2,3,0,3,2,2,2,4,4,3,4,2,2.625,2.75,4,3,2,3,1,3,6,1,6,1,4,3,4,3,3,4,,,3.75,3,4,2,6,6,4,2,6,2,2,2,1,3,4,2,0,1,5,2,3.55556,2.44444,3.06458,2.8375,0,1,"We recommend not salting the road above the spring source, and fencing off the spring from domestic cattle."
964,Fisher Point Unnamed,"Coconino NF, Peaks RD",35.16261,-111.58643,2124,,,1372872154,6/24/2013,"Kyle Paffett, Krista Sparks, and Spencer Harris",Stevens et al. Level 2,1,871,0,4,3,0,3,0,3,0,3,0,3,0,3,0.66667,3,0,1,4,1,4,1,4,1,4,1,4,1,4,5,,1,3,1,3,0,4,0,3,1.4,3.25,0,4,0,4,0,4,0,4,6,2,3,3,0,4,0,4,1.125,3.625,0,3,1,3,4,3,6,1,6,1,6,1,3,4,3,4,,,3.625,2.85714,1,2,6,6,1,2,6,2,1,2,1,3,1,2,0,1,0,2,1.88889,2.44444,1.04792,3.46875,0,1,Surveyors did not note any recommendations.
962,End of Trail,"Coconino NF, Mormon Lake RD",35.13293,-111.4573,2039,rheocrene,,-645226600,6/20/2013,Kyle Paffett and Spencer Harris,Stevens et al. Level 2,2,873,0,4,3,0,3,0,3,0,3,0,3,0,3,0.66667,3,0,1,3,1,3,1,3,1,3,3,4,1.4,3.2,5,,3,3,0,3,0,3,1,4,1.8,3.25,0,3,0,4,0,3,0,4,0,3,1,4,0,3,0,4,0.125,3.5,0,3,1,3,3,3,6,1,6,1,4,3,5,2,4,3,,,3.625,2.71429,1,2,6,6,1,2,6,2,1,2,1,3,1,2,0,1,0,2,1.88889,2.44444,0.99792,3.2375,0,1,Surveyors did not note any management recommendations.
902,Big Clearing,"Coconino NF, Mormon Lake RD",35.12075,-111.4172,1977,rheocrene,,-1228890695,6/20/2013,Kyle Paffett and Spencer Harris,Stevens et al. Level 2,2,874,0,4,3,0,3,0,3,0,3,0,3,0,3,0.66667,3,0,1,3,1,3,2,3,1,3,2,4,1.4,3.2,5,,3,3,1,3,0,3,0,4,1.8,3.25,0,3,0,4,0,3,0,3,0,2,2,4,0,4,0,4,0.25,3.375,0,4,1,4,4,2,6,1,6,1,4,3,5,2,4,3,,,3.75,2.85714,1,2,6,6,2,2,6,2,1,2,1,3,2,2,0,1,2,2,2.33333,2.44444,1.02917,3.20625,0,1,
884,58 Tank,"Coconino NF, Mogollon Rim RD",34.73161,-111.35477,2175,rheocrene,,1373907975,7/10/2013,"Krista Sparks, Kyle Paffett, Spencer Harris, and Vera Markgraf",Stevens et al. Level 2,4,875,0,5,2,1,2,4,2,1,2,5,2,0,2,2.66667,2,0,2,2,2,2,2,2,1,2,2,4,1.8,2.4,5,,2,3,1,2,0,2,1,3,1.8,2.5,0,3,0,4,0,3,0,4,0,3,4,4,0,3,0,4,0.5,3.5,0,2,1,2,6,1,6,1,6,1,6,1,5,3,3,4,,,4.125,2.14286,2,1,6,6,2,2,6,2,1,2,1,3,2,2,0,1,2,2,2.44444,2.33333,1.69167,2.6,0,1,
963,Fain Spring,"Coconino NF, Mormon Lake RD",34.81879,-111.52392,2159,helocrene,,1374079523,6/21/2012,"Kyle Paffett, Vera Markgraf, and Quintin Van Dyke",Stevens et al. Level 2,6,878,0,5,3,2,3,3,3,4,3,5,1,3,1,3.66667,2.33333,0,4,2,4,2,5,2,3,2,5,2,4.2,2,5,,4,2,4,3,4,2,4,3,4.2,2.5,4,2,3,3,4,2,3,3,2,3,5,2,5,2,4,3,3.75,2.5,4,2,4,3,4,3,6,1,6,1,6,1,5,2,5,3,,,5,2.28571,3,2,6,6,2,2,6,2,1,2,1,3,1,2,0,1,2,2,2.44444,2.44444,3.95417,2.33333,0,1,We recommend removing the 2 culvert spring boxes and the small concrete dam in the wet meadow. Fencing should be improved to keep elk out.
576,Black Bear Spring,"Coconino NF, Mogollon Rim RD",34.44736,-111.16426,2278,hillslope,helocrene,-655558104,6/19/2013,"Kyle Paffett, Krista Sparks, Spencer Harris, Vera Markgraf, and Tom Runyon",Stevens et al. Level 2,7,879,0,2,1,1,2,5,2,4,2,5,2,6,2,3.83333,1.83333,0,3,2,4,2,5,2,3,2,5,2,4.4,2,1,,2,2,5,2,5,2,5,2,3.8,2,4,2,3,2,4,2,2,2,3,2,3,2,4,2,2,2,3.125,2,3,2,4,2,3,2,6,1,6,1,3,2,6,2,5,2,,,4.5,2,1,2,6,6,2,2,6,2,1,2,1,3,3,2,0,1,0,2,2.22222,2.44444,3.78958,1.95833,0,1,
975,Fred Haught Spring,"Coconino NF, Mogollon Rim RD",34.4879,-111.2244,2127,limnocrene,rheocrene,1015741023,7/12/2013,"Kyle Paffett, Krista Sparks, Vera Markgraf, and Abe Springer",Stevens et al. Level 2,5,881,0,5,2,0,2,5,2,3,2,5,2,5,2,3.83333,2,0,4,2,4,2,5,2,3,2,5,2,4.2,2,3,,3,2,3,2,4,1,3,4,3.2,2.25,4,2,3,2,1,2,2,2,3,3,4,2,5,2,5,2,3.375,2.125,5,2,5,1,5,1,6,1,6,1,5,2,5,2,4,3,,,5.125,1.85714,2,2,6,6,3,2,6,2,1,2,1,3,2,2,0,1,2,2,2.55556,2.44444,3.65208,2.09375,0,1,The trail should be improved with information stations and trail markers.
1150,Willow Spring,"Coconino NF, Mogollon Rim RD",34.46698,-111.27399,2196,hanging garden,,2115984564,7/12/2013,"Kyle Paffett, Krista Sparks, Vera Markgraf, and Abe Springer",Stevens et al. Level 2,3,882,1,0,2,0,2,0,2,0,3,0,1,0,2,0,2,0,4,2,5,2,5,2,3,2,5,2,4.4,2,5,,1,3,3,3,5,2,3,3,3.4,2.75,4,2,3,3,3,3,3,3,6,2,4,2,2,3,2,3,3.375,2.625,5,2,6,1,6,1,6,1,6,1,3,3,6,1,5,2,,,5.375,1.71429,1,2,6,6,1,2,5,3,1,2,1,3,1,2,0,1,2,2,2,2.55556,2.79375,2.34375,0,1,Surveyors did not note any recommendations.
891,Ashurst Run Unnamed,"Coconino NF, Mormon Lake RD",34.94183,-111.4219,2210,limnocrene,,1376943028,7/23/2013,"Kyle Paffett, Krista Sparks, Spencer Harris, and Vera Markgraf",Stevens et al. Level 2,6,893,0,5,2,1,2,5,2,4,2,5,2,5,2,4.16667,2,0,1,3,1,3,3,4,1,3,2,4,1.6,3.4,5,,3,3,2,3,1,4,3,4,2.8,3.5,3,3,2,4,0,3,2,4,3,3,3,4,3,3,3,4,2.375,3.5,3,4,1,3,4,3,3,4,6,1,3,4,3,3,3,4,,,3.25,3.71429,1,2,6,6,2,2,6,2,2,2,1,3,2,2,0,1,1,2,2.33333,2.44444,2.73542,3.1,0,1,
1060,Phroney Spring,"Coconino NF, Red Rock RD",34.44083,-111.69431,1243,rheocrene,,1376950578,7/18/2013,"Kyle Paffett, Krista Sparks, Spencer Harris, and Vera Markgraf",Stevens et al. Level 2,3,895,0,4,2,0,2,0,2,0,2,0,2,0,2,0.66667,2,0,4,2,5,2,4,3,3,2,4,2,4,2.2,4,,1,2,1,2,2,2,3,4,2.4,2.5,2,3,2,3,3,5,2,3,0,2,2,3,2,3,2,3,1.875,3.125,0,2,2,3,5,3,6,1,6,1,4,3,5,2,5,3,,,4.125,2.57143,2,1,6,6,2,2,5,2,1,2,1,3,2,2,0,1,5,2,2.66667,2.33333,2.23542,2.45625,0,1,We recommend removing the stock tank.
1344,Little 44 Spring,"Coconino NF, Mogollon Rim RD",34.48421,-111.3715,2179,hillslope,,1377540356,7/22/2013,"Kyle Paffett, Spencer Harris, and Vera Markgraf",Stevens et al. Level 2,5,896,0,5,2,1,2,5,2,4,2,5,2,5,2,4.16667,2,0,5,2,4,2,4,3,4,3,4,3,4.2,2.6,2,,2,2,3,2,2,3,3,4,2.6,2.75,2,3,4,2,0,3,0,3,1,3,2,3,2,3,2,3,1.625,2.875,4,3,6,1,5,2,6,1,6,1,3,3,3,3,3,4,,,4.5,2.57143,3,1,6,6,3,2,5,3,1,2,1,3,2,2,0,1,2,2,2.55556,2.44444,3.14792,2.55625,0,1,Surveyors did not note any recommendations.
690,Bear Spring lower,"Kaibab NF, North Kaibab RD",36.3694,-112.175,2658,helocrene,,1378748943,8/6/2013,"Krista Sparks, Spencer Harris, and Kyle Paffett",Stevens et al. Level 2,7,919,0,5,2,1,2,5,2,4,2,5,2,5,2,4.16667,2,0,4,2,3,3,4,3,2,2,3,4,3.2,2.8,3,,3,3,2,2,5,3,3,4,3.2,3,5,2,2,3,2,2,0,3,4,3,4,3,5,1,3,3,3.125,2.5,4,3,5,2,5,2,6,1,6,1,3,3,4,3,4,3,,,4.625,2.57143,1,4,6,6,1,3,5,2,2,3,0,3,2,3,0,3,1,2,2,3.22222,3.42292,2.575,0,1,Remove dilapidated fence at source and construct an appropriate fence to keep cows and bison out of the spring source.
691,South Big Spring Tank,"Kaibab NF, North Kaibab RD",36.35354,-112.18317,2607,limnocrene,anthropogenic,1205943972,8/6/2013,"Krista Sparks, Kyle Paffett, and Spencer Harris",Stevens et al. Level 2,4,921,0,5,2,1,2,5,2,4,2,5,2,5,2,4.16667,2,0,1,3,1,3,2,3,1,3,2,3,1.4,3,3,,3,3,1,3,2,3,3,4,2.4,3.25,2,3,3,3,0,3,0,3,3,3,3,3,1,3,2,3,1.75,3,2,3,1,3,4,3,6,1,6,1,2,3,4,3,5,2,,,3.75,2.71429,4,2,6,6,2,3,3,4,3,3,0,3,1,2,0,3,2,2,2.33333,3.11111,2.42917,2.8125,0,1,Remove the berm that is impounding water. Recreate the natural sphere of discharge. Fence source off from cows and bison.
814,Slide Spring north,"Kaibab NF, North Kaibab RD",36.66369,-112.56587,1530,rheocrene,limnocrene,1977572053,8/3/2013,"Krista Sparks, Kyle Paffett, and Spencer Harris",Stevens et al. Level 2,5,922,0,5,2,1,2,5,2,4,2,4,2,4,2,3.83333,2,0,5,1,5,1,5,1,3,1,5,1,4.6,1,4,,2,1,2,1,4,2,3,4,3,2,3,2,3,3,2,3,0,4,4,3,6,1,5,2,3,3,3.25,2.625,1,2,6,1,6,1,6,1,6,1,6,1,6,1,6,1,,,5.375,1.28571,2,2,6,6,2,3,5,3,1,3,0,3,2,3,0,3,1,2,2.11111,3.11111,3.67083,1.90625,0,1,We recommend leaving the spring alone.
894,Babes Hole Spring,"Coconino NF, Peaks RD",35.0727,-111.93971,1807,rheocrene,,-661032693,8/8/2013,Krista Sparks and Spencer Harris,Stevens et al. Level 2,5,925,0,5,2,2,2,5,2,4,2,5,2,3,2,4,2,0,4,2,5,2,5,3,4,2,3,2,4.2,2.2,4,,2,2,5,2,4,2,3,4,3.6,2.5,4,2,4,2,0,3,0,3,5,2,5,3,5,2,4,3,3.375,2.5,5,2,3,1,3,4,6,1,6,1,4,2,4,2,5,2,,,4.5,2.14286,2,2,6,6,3,2,6,2,2,2,1,3,3,2,0,1,2,2,2.77778,2.44444,3.79375,2.3,0,1,Install sign for public awareness and education.
1007,Kelsey Spring,"Coconino NF, Peaks RD",35.07562,-111.93514,1936,rheocrene,helocrene,977846512,8/8/2013,Krista Sparks and Spencer Harris,Stevens et al. Level 2,5,926,0,5,2,2,2,5,2,4,2,5,2,4,2,4.16667,2,0,4,3,3,3,4,3,3,2,2,,3.2,2.75,4,2,2,2,3,3,5,2,3,4,3.4,2.6,5,2,4,3,0,3,0,3,5,2,5,3,5,2,4,3,3.5,2.625,4,2,2,1,3,4,6,1,6,1,4,2,4,2,5,2,,,4.25,2.14286,3,1,6,6,2,2,6,2,1,2,1,3,2,2,0,1,2,2,2.55556,2.33333,3.56667,2.49375,0,1,We recommend removing the concrete dam and stock tank.
979,Geronimo Spring,"Coconino NF, Peaks RD",35.07751,-111.94701,1628,hillslope,rheocrene,673286705,8/8/2013,Krista Sparks and Spencer Harris,Stevens et al. Level 2,5,927,0,5,2,2,2,5,2,4,2,5,2,3,2,4,2,0,5,3,4,2,5,2,4,2,4,2,4.4,2.2,4,,2,2,4,2,4,2,3,4,3.6,2.5,3,3,4,3,1,3,0,3,5,2,5,3,5,2,4,3,3.375,2.75,5,2,4,1,4,3,6,1,6,1,4,2,4,2,5,2,,,4.75,2,3,2,6,6,3,2,6,2,1,2,1,3,3,2,0,1,2,2,2.77778,2.44444,3.84375,2.3625,0,1,Remove pipe from the source.
